id	text	misogynous	misogyny_category	target
1871	@GARDENOFADRIAN sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue	0	0	0
701	Wanna be like u could be fucking working for him some day you fucking little slut	1	discredit	active
3274	Not all men. Rather, all men and women - - and journalists - - working in Hollywood.	0	0	0
3712	I wish men would listen to women and call out their fellow men for their sexist behavior instead of instantly going 'not all men'	0	0	0
3229	@seanhannity Yes and you can take that kunt Snoop Dogg with him.	0	0	0
1173	Your nose ring looks like a fucking booger. It's not cute, it's trashy #WomenSuck	1	discredit	active
3739	Watching other BM abuse women in public & doing nothing Putting “not all men” under posts Believing racism is the only system of oppression	0	0	0
80	what the fuck 😔😔😔😳😳😳 Travis your a dumb ass bitch Kylie i still love yah girl btw 💕💕😩	1	discredit	active
1469	@KellyannePolls @POTUS You lieing kunt!	1	discredit	active
3809	Sarah Brooke Vs Carmen Skank Pussy Bitch https://t.co/c6Ngr8YvxB #SEXFIGHT via @c4supdates https://t.co/tU5TWzNaAA	0	0	0
376	Girls get so mad when you fuck em and never talk to them again... It's so fucking adorable	1	stereotype	passive
4045	Brilliant, stone a woman after rape, there is no scandal. https://t.co/tzvGXBpDnZ	0	0	0
585	@Herbwilson1967 Fuck that money whore @HillaryClinton Too stupid to know consensual touching or grabbing is not assault. Only @ChelseaClinton is dumber	1	discredit	active
748	Let me tell yall sum...yall barbz who fucking wit my sis @NICKISDAUGHTER_ Come talk to me bitch cause i will pull up on a hoe...	1	discredit	active
3409	How retarded must you be to have a skank shave your legs 🤦🏻‍♀️ #jeremykyle	0	0	0
3874	@IssaRae Lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be… https://t.co/uBxj2EjIfk	0	0	0
2972	I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it	0	0	0
1297	Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!	1	discredit	active
3703	women: hey, if you guys could respect us m - random man: WHY ARE YOU HATING AND TARGETING US? WOMEN ARE BAD TOO. NOT ALL MEN. FIX YOURSELVES	0	0	0
663	They really need Nerf down bitch ass symmetra with her little whore ass turrets	1	discredit	active
143	@marjorieh1350 @teach_well @NickOrsini Suck my dick you stupid bitch.	1	sexual_harassment	active
1979	@dq_keepit100 @YouTube lmfao.. fasho.. you alreday kno i was doing thus hoe huh	0	0	0
1933	@BJTitzenbier I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.	0	0	0
1793	@Mike__2ff @KydSplash That cunt ass hoe recording can get fox news’d 2	1	discredit	active
1497	📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men... https://t.co/S49GwEAXug	1	sexual_harassment	active
96	@connorfranta a bitch about to get pussy punched if she dont buy a new god damn book	1	discredit	active
2236	Weekly Sunday tweet: Goodmorning to everyone except dick riding @raylewis and his Bitch ass president, staff and whoever else fucks with em	0	0	0
2193	NBC Rachel Maddcow not concerned about Rape &; Sexual abuse of women occupying Hollywood Harvey? Straight women don't count I guess	0	0	0
888	I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...	1	discredit	active
1398	@WomenintheWorld @emilyslist @OnwardMarchDC erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. 👏👏👏👏👏👏👏👏👏👏👏	1	dominance	passive
1448	@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.	1	discredit	active
475	Only a hoe would say some stupid shit like that. lol “pull your daddy and make you my stepson” I’ve heard it all now lmao https://t.co/jp7YpVNr9U	1	sexual_harassment	passive
3742	They've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh… https://t.co/DoQuhnPytf	0	0	0
3239	@sam_kriss stop harassing women you cunt	0	0	0
1860	Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 https://t.co/oe4D8kC9tm	0	0	0
3372	@theeagle1111111 Not all men. Some. And at least im not defending them like you are with the pussy grabber	0	0	0
40	@SlutMagn3t Wow!! Never seen a woman juggle a big cock like that	1	sexual_harassment	active
3449	Hysterical Hypocrite Liberals going after @ICEgov and Trump over 10 year old girl where were they when Obama deported 2 Million Hispanics ??	0	0	0
3555	Next time you get a haircut and your girl doesn't mention it, freak out on her and withhold the dick for a week	0	0	0
2460	#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights. http://t.co/6n4V9kBtya	0	0	0
1137	Stop trying to prove you're a good driver ladies. Who do you think you're fooling?	1	stereotype	passive
3129	That's nothing new 🙄 https://t.co/lkXHwgSzK9	0	0	0
2983	RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.	0	0	0
3927	Jennifer Lawrence is complaining about being a whore, meanwhile she's punching old Asian women in face who are sewing her costumes for her	0	0	0
3255	I was never properly taught how to put on makeup. The only looks I have are fancy whore or daytime slut.	0	0	0
1886	It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.	0	0	0
1807	@realDonaldTrump Trump, the only thing you worship is Putin’s dick and money.	0	0	0
3594	No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life	0	0	0
407	@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH	1	sexual_harassment	active
534	When you're checking to see if the pussy is safe to eat https://t.co/tpK43K1cIq	1	sexual_harassment	passive
1191	Her- who TF do you think you are Me- https://t.co/Dv2fLkOk1s	1	dominance	active
2914	I just got a ticket but in my defense I didn't want to	0	0	0
1018	@Hambone108 why do women have holes? To fill, duhh!	1	sexual_harassment	passive
753	This girl really think I’m dumb 😂 bitch I know you scam stop DM me about that shit	1	discredit	active
2064	@tinytwink @m4ttso I'm pre-empting you telling me it has a hole punch and post it notes. That has been filed in my short term memory (not shiny gold ipad book)	0	0	0
2724	This picture best describes my maturity level https://t.co/mNU01QuP4R	0	0	0
3941	@RealJoviVal You look like your whore mother dresses you in the dark, you hit women and you were ugly even before skaterboy fixed your face!	0	0	0
1781	There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.	1	stereotype	active
2454	Oxymoron of the Day: Factual Feminist See the Blog: http://t.co/gIaN2HEkGL	0	0	0
787	@family__jules You're not a woman for posting that, you're just a big ole bitch	1	discredit	active
247	Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .	1	discredit	active
245	A man, knows the difference between a woman and a lil ol whore bitch #100	1	discredit	passive
3617	Oh he's some cunt using that poor woman as an argument against abortion in Ireland. @RonanMullen - you are a fucking disgusting human being	0	0	0
2428	RT @asianwasted: I'm crying over the @YesAllMenBitch tweets 😂😂😂	0	0	0
196	NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO 'GO ABOUT HER DAY' I'll remind her that without men, this society would just be a bunch of WOM	1	discredit	passive
956	@realDonaldTrump the 12 -year -old hysterical girl look isn't good on a President, ... https://t.co/nn1MNgWr8c	1	stereotype	active
3199	Bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. Not my fault son 😒😒	0	0	0
32	And HE HAD ANOTHER GIRL WITH HIM bitch she was shook https://t.co/eesqEv93gn	1	discredit	active
962	Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...	1	dominance	passive
1328	@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?	1	discredit	active
1911	Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 https://t.co/MjSEODTfdz	0	0	0
643	Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊	1	discredit	passive
843	Pro Tip- Always call skinny girls fat, they live that shit 🌚	1	discredit	passive
3416	@Brasilmagic Stupid SKANK......	0	0	0
798	Fuck off Holly you slag #thismorning	1	discredit	active
36	@CyV_SW Wow mo cock got hard. Want to pull your panties down, push you against these door and let you feel my cock deep in your wet puss 😈	1	sexual_harassment	active
1354	Fuck you ugly cunt bitch don't get smacked https://t.co/oN5yaknXRz	1	discredit	active
242	@_ladyRussia 'Oh said a bitch who lost everything. You whore.'	1	discredit	active
1368	god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream	1	discredit	active
911	you a stupid hoe you a you a stupid hoe	1	discredit	active
652	@chAinedDesiress I know you do, slut https://t.co/Q39cuUKocS	1	discredit	active
757	@DeeSmokingGas I care , fuck that stupid bitch who quoted this saying nobody cares	1	discredit	active
313	loved her anyway and now she just a hoe. I love when they acting hard but pussy on the low.	1	stereotype	active
2627	Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way	0	0	0
3154	When the rival lemonade stand starts stealin your business https://t.co/DgKBmpNEwX	0	0	0
653	being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.	1	discredit	active
2049	The woman who #accused nelly of #rape has dropped her case. https://t.co/YMPYuUg39U https://t.co/ylKi79ZCil https://t.co/BeyS2xbApF	0	0	0
667	straight people flirting boy: *takes girls phone and fucking smashes it to pieces* you’re stupid and a bitch girl: omg Kyle...stooop 😂 😂	1	discredit	active
2325	@Vitruvial Same fucking name, cunt bag. Why are you white knight, pussy boy?	0	0	0
2005	You're chip leader and your hole cards are 6h Js are you taking it down?	0	0	0
3823	— I’m fckin dead @IJooosh 😹💀 I fckin miss you hoe slut skank beetch 😘💖🤞🏻 https://t.co/NyrQk4Jfuq	0	0	0
1195	When it's my birthday but you're the one that's getting spanked	1	sexual_harassment	active
2706	Sometimes you just gotta throw a mutha fucka at another mutha fucka, to let a mutha fucka know who's boss https://t.co/OWHz16p1m1	0	0	0
903	boo you whore	1	discredit	active
3075	You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?	0	0	0
2199	@cetvrtiput @LaceyWildd oooooohh . i am a tit man 😎😎😎😎😎😎i wanna pimp you Laezye	0	0	0
2973	You don't have haters, people just hate you, dumb dumb	0	0	0
17	"RT @Akhdre_: You too skinny, imma hurt you Girl  if you don't shut the fuck up and ride this dick. Imma be aight. I got Obamacare."""	1	sexual_harassment	active
752	hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.	1	discredit	active
3298	@Phil_McP Not all men - at least one woman https://t.co/UXGcOSb2Y1	0	0	0
3720	And it's irritating, just like the 'Not all men' or 'But he's a good guy' argument in the face of sexual harassment women face EVERY DAY.	0	0	0
2478	@whycloudfloat Okay good. As long as the Men are comrades with same belief/movement can join same group to fight enemies	0	0	0
1190	Nobody texts faster than a guy that's about to get some new pussy	1	stereotype	passive
179	My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!	1	discredit	passive
1914	@codyko im going to call you an old cunt everyday from today	0	0	0
1678	@JustJared This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos	1	discredit	active
2572	It's not the walk of shame if you truly give no fucks	0	0	0
2919	There it is! 😂 https://t.co/DI1RnOOOam	0	0	0
4001	Black woman are aggressive while white women are stupidly programmed by society to be nice damsels in distress read… https://t.co/PSbMImzQtU	1	discredit	passive
1700	I can’t live my life based on what women find attractive. Lmao every single one of you hoes can suck my dick	1	sexual_harassment	passive
3087	@instagram is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason	0	0	0
260	Teen Whore Lily Rader Gets Nailed And Creamed Sexy blonde loves rubbign her juicy cunt	1	sexual_harassment	passive
1863	Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.	0	0	0
1524	@ssbSnakeee @FS_Frozen Idc if I’m the last or first. I’m tired of seeing you complain and bitch and that whole rape… https://t.co/Lev8OL6Ka3	1	derailing	active
1446	@A1_Infinite fuck you u a fucking whore Lil bitch I don't even like u tbh	1	discredit	active
1530	I am displeased w what this bitch said about what rape is. @Joy_Villa https://t.co/rQhvL3qZrL	1	discredit	active
457	If a girl is cuddling with me & she tells me she don't wanna fuck, that's cool. I'll pull my dick out & beat off right next to her.	1	sexual_harassment	passive
2683	I'm not the one to let people profit on my back... I'll break yours and take what's mine 😘	0	0	0
2563	How keyboard gangsters feel leaving their stupid ass comments https://t.co/IBox2gIyRc	0	0	0
2058	@realDonaldTrump Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿	0	0	0
1121	Omg let's all get wet over every muscular Olympian! #WomenSuck	1	stereotype	passive
1206	what is a 'cunt brick?' @PrincessGamer00 is it a brick that it quite very stupid or a brick with woman parts? https://t.co/uFHgP2YFww	1	stereotype	passive
547	I only follow pretty girls that live close enough to fuck ☺️ https://t.co/ORwjY0bcbT	1	sexual_harassment	passive
3283	Here it is: not all women cheat & not all men are trash. Be better & you'll attract better. Also, please don't judge one for the whole group	0	0	0
3118	I'm gonna put that SC butterfly filter around the head of my dick so y'all can see how stupid you look 🤗	0	0	0
199	These feminists are just too-ugly sluts who want attention!*	1	stereotype	passive
490	rubbing cock on face woman with three tits	1	sexual_harassment	passive
1154	Why do girls follow me? All I do is make fun of them for how dumb they are #WomenSuck	1	discredit	passive
418	@em0_trash @Yogirlflaca bitch i'll give you this big ass dick then	1	sexual_harassment	active
895	Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you	1	discredit	passive
3443	@matthaig1 We’re also hysterical and hormonal. It’s society’s M.O. to tell a woman her feelings aren’t valid if the… https://t.co/2jwOpXrKgX	0	0	0
2909	Same 😘😘😘😘 https://t.co/Q3M34viHKL	0	0	0
3040	@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘	0	0	0
3134	Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure	0	0	0
3670	Anna Is Nurse By Day And Naughty Slut Whore By Night I think im addicted to your cok	0	0	0
2143	Fucking yellow card stupid cunt #LIVMAN	0	0	0
2071	So why wouldn't you [report the rape]? https://t.co/Yk8nvq7GEt	0	0	0
1554	@AbbieHollowDays RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is	1	discredit	active
2266	DRUDGE_REPORT: British actress becomes fifth woman to accuse of rape... https://t.co/tCErO1gyw0 #ycot #tcot #pjnet #conservative	0	0	0
828	RT @KGJump12: Sometimes I want a girlfriend, but then I quickly remember how i hate women	1	discredit	passive
2352	Thinking about my beautiful woman tina i love you ... And working in the hell hole	0	0	0
3182	Mi casa, su casa my house is a #HOE house!!	0	0	0
1518	@E_Money9 @EdwerderRFA So triggered, its ok snowflake, you are the only bitch here. typical redneck inbred rape sup… https://t.co/mQVnUMGZu9	1	discredit	active
2285	#NYC housing projects &; #PanAfrica men employment in #NYC service industry actually makes women who arent #SuburbanWhitemale 4 race mix- ho	0	0	0
3830	@SenSchumer 'Diversity Visa' - YOU UTTER HYPOCRITICAL SKANK!	0	0	0
3467	@AMSTechGuy Are you really serious with this guy? He spews vile things towards women and now he plays victim? Hysterical.	0	0	0
119	Then da cop decides to get in da car and try to make da girl suck his dick in da backseat for what reason Idk smh had to beat this nigga ass	1	sexual_harassment	active
45	All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres	1	discredit	active
3683	Was called a slut and a whore because I wore shorts to school during the summer. https://t.co/UZ4Rr17Gab	0	0	0
3707	@TomiLahren Sorry Tomi not all men were raised correctly! I was raised that all women are ladies until they prove otherwise!!!	0	0	0
312	my girl did her little hoe magic & got us a guy to get us 3 GLASSES OF FUCKINH HARD LIQUOR so you know the party is… https://t.co/W7JpiC9xIi	1	dominance	active
1298	@Onlyyaelin_ @_celesstee So you just want money skank	1	discredit	active
3904	@JustLucy_Now i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me	0	0	0
98	@DddNoel @spillaristea demi = fat and flop ariana = queen now leave stupid bitch	1	discredit	active
1224	LOL.shut the fuck up ms 'NEVERWONAFIGHT' u a hoe skank slut cunt hypocritical BITCCH https://t.co/5n1vtNdCil	1	dominance	active
1888	@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.	0	0	0
3357	@RMAjayi Take your time. Find your peace and grow in it. Not all men are like that, you deserve better.	0	0	0
2719	I like to tell people that I drink every night cause I can't sleep but at this point it's just a blatant lie cause I've been tired for years	0	0	0
3339	2015 me: men are trash Men: not all men! Me: ofc not :3 2017 me: men are trash Men: not all men! Me: you heard what I said	0	0	0
92	Shut up bitch and suck my cock https://t.co/thFk4yNVEx	1	sexual_harassment	active
1366	FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT	1	discredit	active
654	@BetsyDeVos You are Satan's whore. Hell will welcome you.	1	discredit	active
3733	No, they only speak up to tell women 'Not me, not all men, don't generalized us, I have never abused any woman' https://t.co/rZoi5QYokP	0	0	0
3376	SKANK ASS MUZRAT WHORE IS ALL SHE IS!!!! https://t.co/LqIpKWWnje	0	0	0
2141	@janielcv @JonahMarais Well duh I made the gc you a hole	0	0	0
1423	All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :)	1	sexual_harassment	passive
3164	A healthy amount of sperm https://t.co/Y1aPgCuink	0	0	0
1695	Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣	1	discredit	passive
1052	Do you really think it's hot to dance all over black guys? You've completely ruined your image for us humans #WomenSuck	1	discredit	passive
1850	Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank	0	0	0
121	Cunt and demon bitch Betsy Devos is an evil evil antichrist lying warlock for oil and money https://t.co/bqFF5uPj4C	1	discredit	active
1858	A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?	0	0	0
2286	Before you call a woman a bitch make sure you aren’t a flea	0	0	0
2978	I hate it when people say they're never gonna talk to me again... And then they do...	0	0	0
3702	I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent.	0	0	0
3955	@realDonaldTrump @NFL Fuck off you Kunt	0	0	0
3570	Don't mind me... I'm just waiting for @Scouse_ma to start ranting 🌚	0	0	0
1484	@ oomf: SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK	1	dominance	active
4060	Looooooooool I can’t believe ‘BEN WOTTS’ aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him.. weird cunt 🤣🤣🤣	0	0	0
2135	@KenCrocket Tee it up eastwards at Kilspindie and there's a good chance you might get a hole in 1 at Muirfield.	0	0	0
177	I don't catch feelings, I don't catch flights, but I do catch dudes slippin and fuck their girls	1	sexual_harassment	passive
2635	When men leave dumb comments thinking it's gonna hurt my feelings https://t.co/a60VR5AH1N	0	0	0
1336	Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer https://t.co/3WC4UQ40tc	1	sexual_harassment	passive
1384	Bitch people in petsmart are looking at me like I’m a crack whore https://t.co/dxu7SLQQtl	1	discredit	passive
3458	'We women are so crazy and hysterical' I don't see women, cis or trans, killing people for the petteist shit becaus… https://t.co/YgTxaoqA8s	0	0	0
2329	Fist pumping a pimp through glass in prison 😂 yes sir @louistheroux you are the top boi 👏🏻	0	0	0
627	For an anon calling me a “whore” you should look at yourself first. If you want to call me a “whore” take... https://t.co/2zdADVWWsH	1	discredit	active
694	Ion take hoe shit from nan bitch but that’s the difference between a little girl and a grown ass woman they don’t know when to SHUT UP	1	discredit	active
760	@MidevaChristy youre just a shameless stupid cunt .get a life !!	1	discredit	active
2726	People don't scare me, my inability to be scared by people sometimes does tho	0	0	0
3455	@courtneyrrenae No bitch when Sue’s sister died I was hysterical..so much sad shit happens but it’s so good!	0	0	0
726	@FullTimeDEVILS You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.	1	discredit	active
397	Can’t help if i want to body slam you cause you’re a dumb bitch. Yeaaaa, I remember you rude customer. Spotted at the gym. 😡	1	sexual_harassment	active
2720	It is a glorious life that I lead https://t.co/FoFKtBEElV	0	0	0
2554	@Scouse_ma you just figured that out?	0	0	0
3166	I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high	0	0	0
1574	thatfatesbitch early 2017: echoes sucks fates is better thatfatesbitch end 2017: 90% of women have a rape kink so you can't say it's bad	1	derailing	passive
2404	@robinthicke hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring	0	0	0
781	You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue	1	discredit	active
673	That bitch yarelis think im stupid im good bitch ur nasty as can stay fucking your cousin aint wasting my time on no hoe	1	discredit	active
3575	It must suck to hate me, I'm a mother fuckin delight, bitch	0	0	0
1938	@unlimitedclout Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever	0	0	0
1019	@JWMofficial don't even get me started on spandex! #WomenSuck	1	discredit	passive
3373	https://t.co/lOjEyuOoNc #NYHitsRadio ♪ Glam Skanks - Bad Bitch by Glam Skanks ♪	0	0	0
1565	Kys tryna step to Oculr. Are you dumb blud I will rape your sister and analy Destroy your slutty whore mum	1	sexual_harassment	active
2749	I'll only break your heart to make you stronger as a person... Lmao you should thank me really	0	0	0
417	@WhiteDomGoddess @chAinedDesiress Watching you two as my black cock grows harder and harder	1	sexual_harassment	active
2707	Deleted again. Working to get it back again https://t.co/DfJKXgfvcf	0	0	0
1603	@JuliaHB1 Are you actually advocating making up claims of rape for personal gain??? That’s pretty vile (@lilyallen)	1	derailing	active
3656	@JonMentser Think anyone who gets turned down for a date and calls her a bitch or slut. Usually a phase that can be… https://t.co/gu9KvjFDBq	0	0	0
2106	@TheBoonkGang You may see this c@#t in England he will ram you thow.so caution on the roads😍 https://t.co/3d3GY1xYXN	0	0	0
419	Naw you can’t ride my wave hoe but you can ride this Dick🗣	1	sexual_harassment	active
210	@DaniellaMicaela YOU FVCKING CUNT BITCH!!! APOLOGIZE! @CNN @cnnbrk @CNNPolitics	1	sexual_harassment	active
3895	If you degrade women to make you look/feel bigger you are a bitch lol you cant do that to men so you take it out on who you can	0	0	0
3313	'Hey I've been raped before' uh excuse me?? How dare you act like every man you've met has raped you?! Ur tone is so harsh, ugh not all men	0	0	0
511	What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus	1	sexual_harassment	passive
2938	Fish tacos 😛 https://t.co/spmXFclMkx	0	0	0
480	If I was a woman I would probably be a hoe lol they have so much fun and niggas pay them for stupid shit	1	sexual_harassment	passive
3246	I mean, they COULD, but they'd just find vapid bullshit from a cunt who beat up a pregnant woman made for HS freshm… https://t.co/tDZ261l1mT	0	0	0
2048	@ThreeSixRW @6abc White man rape also. Brock Turner got caught raping a women only served 3 monthe	0	0	0
1811	@sugayiffer Buy more RAM, girl :P	0	0	0
4017	RT @ErrBodyLuvsCris: Because some women are stupid https://t.co/NiGSDKjqQM	1	discredit	passive
1848	I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!	0	0	0
1954	How can you not engage? As enraging as it all is... fuck it all off I say. Turn off the power. Reset. Reboot. Escape the cunt booth.	0	0	0
3340	@slayerofmuslims @A_Silent_Child @Renee5445 You presumably go along with the ‘not all men’ narrative. It’s the same premise.	0	0	0
3658	How to Pronounce Slipknot Bitch ↺RT❤ https://t.co/8Q6O6huDUP #mutt #demur #slut #shrew #sultana #kickupafuss #refute #bar	0	0	0
311	No girl is even capable of developing morals until they get the slut fucked out of them. Welcome to my generation	1	stereotype	passive
677	@PopCrave He can choke and so does his bitch hoe	1	discredit	active
597	DRAKE! I WILL RIP YOUR HAIR OUT IF I SEE YOU AND THIS BITCH TOGETHER https://t.co/9ZEofzbGbz	1	discredit	active
681	WHO'S THE WHORE NOW YOU PIECE OF SHIT	1	discredit	active
3759	if I say men r trash I'm not a little girl like these yats who say it's not all men talking about their mcms not li… https://t.co/zegCu32G65	0	0	0
3108	My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance	0	0	0
3744	i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)	0	0	0
2405	RT @realDonaldTrump: 'You miss 100% of the shots you don't take.' -- Wayne Gretzky	0	0	0
156	God doesn't hate gays he's just mad they found a loop hole in dealing with women	1	stereotype	passive
452	Idgaf bout not 1 bitch lol yall hoes can die & i promise I won't b at the funeral 😂😂💯	1	sexual_harassment	passive
2298	Dear Xfactor fans If you would like to slag off the show may I give you a little advice Do what I do and stop... https://t.co/LCYBDVIVeF	0	0	0
584	Niggas Might Want You But You A Regular Bitch To Me	1	discredit	active
3322	'Not all men are like that, its the ones you meet.' https://t.co/Qah3YNGJ5n	0	0	0
601	You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾	1	discredit	active
4065	Johnny Castle loves always wet warm fuck hole of Rilynn Rae with tiny bottom and trimmed cunt https://t.co/K2XEWvdWhV	0	0	0
930	@ibthatdood It's the nature of women to want to be guided by a strong man. Hysterical go -girl feminist types are fi… https://t.co/mpxW7kyBp1	1	dominance	passive
3819	'So my fat skank sister' lmao. The kid that lives in the room next to me doesn't wanna believe his girl is still ch… https://t.co/FecqoIblis	0	0	0
3755	@kaylajmilligan But not all men are this dangerous. There are plenty of men's out here protecting woman no matter what	0	0	0
3203	DUAL Cunt WHORES 1 &amp; 2 by @Heel2toeaction https://t.co/DdrN0EOrlD @manyvids https://t.co/YAPiRWhjZQ	0	0	0
838	#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison. http://t.co/6n4V9kBtya	1	discredit	passive
1200	@VICE_Video An absolute disgraceful woman how could you show such a cunt...	1	discredit	active
631	For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch	1	discredit	active
3436	Making out women are hysterical overreacters desperate to plague good men with false accusations is *not helping*, sister.	0	0	0
2926	@valentinaveshi thank you 😘	0	0	0
849	Her- I thought I told you.... Me- yo you better chill on that attitude, bitch https://t.co/m5QR3Tvwt8	1	discredit	active
194	IS there a thing in the constituion about women shutting the hell up? COME ON! #shutthehellupwomen..	1	discredit	passive
1091	I'm surprised my ex-girlfriend isn't on Shark Week.... She was a vicious bitch! #WomenSuck	1	discredit	active
2692	When you've run out of kids to pimp out and you gotta figure out what to do with your life https://t.co/ZfF10KUijT	0	0	0
3616	CCTV: shocking servo attack on pregnant woman https://t.co/XWSRU139Ej via @smh Christopher Josevski you're a fucking vile cunt 😠	0	0	0
3623	@thoughtxriot @lilmissagitated I was specifically on her side, 'cunt' was directed against the woman who compared b… https://t.co/a7whjEtaBX	0	0	0
303	@lmchristi1 It's a nice butt. But I didn't think you were a slut. I thought you might be a 300 lb man tweeting in your stained wife beater. 👊🏻	1	stereotype	passive
1742	Watching the ALCS from my mom's basement is truly a pleasure. Crawl back into your hole weak ass bitch https://t.co/RnvtnQAtt4	1	discredit	active
852	When you ride past that bitch that don't like you https://t.co/zKED6TgVXE	1	discredit	active
3722	EVERYDAY YOU SHOVE 'NOT ALL MEN' DOWN THE THROATS OF WOMEN TALKING ABOUT THEIR EXPERIENCES. ARE YOU NOT TIRED? ARE YOU NOT FREAKING TIRED??	0	0	0
497	Please spread your cunt hole fully https://t.co/EZ6JFkcUis	1	sexual_harassment	active
814	A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact	1	discredit	passive
899	Stop sayin you have resting bitch face... Bitch you just ugly AF	1	discredit	active
